metryczka.plec,metryczka.wiek,metryczka.miejsce,metryczka.wyksztalcenie,metryczka.nauka,metryczka.praca,metryczka.osoby,metryczka.dzieci,metryczka.zakupy,metryczka.przygotowanie,metryczka.sytuacja,metryczka.wiedza,metryczka.dieta,fcq.dieta_kalorie,fcq.cena_wartosc,fcq.eko_opakowana,fcq.eko_produkowana,fcq.dieta_tluszcz,fcq.pol_pochodzenie,fcq.eko_bezgmo,fcq.dieta_wit-i-min,fcq.dieta_bezdodatkow,fcq.dieta_odzywcza,fcq.dieta_bialko,fcq.dieta_naturalna,fcq.hed_zdziecinstwa,fcq.hed_odprezajaca,fcq.hed_wygodna,frl.nowe_zawartosc,frl.dieta_odzywcza,frl.cena_info,frl.nowe_etykiety,frl.dieta_naturalna,frl.dieta_bezdodatkow,frl.dieta_wartosc,fns.nowe_ufnosc,fns.nowe_przyjecia,cet.pol_bezrobocie,cet.pol_niedostepne,cet.pol_nieprodukowane,mgr.nowe_marki,mgr.hed_przepis,mgr.hed_przyjemnosc,mgr.hed_niesmaczna,mgr.pol_swieza,mgr.pol_tania,mgr.pol_smaczna,mgr.nowe_sklad,mgr.hed_wrazenie,mgr.hed_zakupy,mgr.hed_szybko,ziemniak.cena,ziemniak.miejsce,ziemniak.swiezosc,ziemniak.rodzaj,ziemniak.kraj,ziemniak.barwa,ziemniak.wyglad,ziemniak.spozycie,ziemniak.okres,ziemniak.sklep,ziemniak.opakowanie,ziemniak.obrobka,ziemniak.potrawy,ziemniak.zdrowotnosc,ziemniak.smak,ziemniak.jakosc,ziemniak.produkty,pomidor.cena,pomidor.miejsce,pomidor.swiezosc,pomidor.rodzaj,pomidor.kraj,pomidor.barwa,pomidor.slodkosc,pomidor.miekkosc,pomidor.spozycie,pomidor.okres,pomidor.sklep,pomidor.obrobka,pomidor.potrawy,pomidor.zdrowotnosc,pomidor.smak,pomidor.jakosc,pomidor.produkty,jablko.cena,jablko.miejsce,jablko.swiezosc,jablko.rodzaj,jablko.kraj,jablko.barwa,jablko.miekkosc,jablko.slodkosc,jablko.spozycie,jablko.okres,jablko.sklep,jablko.obrobka,jablko.potrawy,jablko.zdrowotnosc,jablko.smak,jablko.jakosc,jablko.produkty,pomarancza.cena,pomarancza.miejsce,pomarancza.swiezosc,pomarancza.rodzaj,pomarancza.kraj,pomarancza.barwa,pomarancza.miekkosc,pomarancza.slodkosc,pomarancza.spozycie,pomarancza.okres,pomarancza.sklep,pomarancza.obrobka,pomarancza.potrawy,pomarancza.zdrowotnosc,pomarancza.smak,pomarancza.jakosc,pomarancza.produkty,makaron.cena,makaron.miejsce,makaron.swiezosc,makaron.rodzaj,makaron.kraj,makaron.barwa,makaron.marka,makaron.spozycie,makaron.okres,makaron.sklep,makaron.obrobka,makaron.potrawy,makaron.zdrowotnosc,makaron.smak,makaron.jakosc,platki.cena,platki.miejsce,platki.swiezosc,platki.rodzaj,platki.kraj,platki.blonnik,platki.marka,platki.sklep,platki.spozycie,platki.obrobka,platki.potrawy,platki.zdrowotnosc,platki.smak,platki.jakosc,pieczywo.cena,pieczywo.miejsce,pieczywo.swiezosc,pieczywo.rodzaj,pieczywo.kraj,pieczywo.barwa,pieczywo.ziarna,pieczywo.blonnik,pieczywo.sklep,pieczywo.spozycie,pieczywo.opakowanie,pieczywo.obrobka,pieczywo.potrawy,pieczywo.zdrowotnosc,pieczywo.smak,pieczywo.jakosc
0,61,0.0458827186620768,0.5,0,1,2,0,1,0.5,1,0.5,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0,1,0.5,0.5,0.5,1,0.5,0.5,0,1,0.166666666666667,0,0.75,0,0,1,0.5,0.5,0.5,0.25,0.5,0.5,1,0.5,0.5,1,0.25,0.5,0.117647058823529,0,0.75,0,1,1,0.5,0.5,0.166666666666667,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.133333333333333,0,0.75,0,1,1,0.5,0.5,0.25,0.75,0.5,1,0.75,0,0.5,0.5,0,0.0833333333333333,0,0.75,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.75,0.5,0.0627450980392157,0,0.75,0,1,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.75,0.0694444444444444,1,0.5,0.5,0.5,0.5,1,0.5,1,1,1,1,0.75,0.75,0.75,0.12,0,0,0,0.5,1,1
0,37,0.00771282828772078,1,0,1,4,2,0.5,0.5,0.5,0,0,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,1,1,0.5,0.5,1,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0,0,0,1,0.5,0.75,0.75,0.5,0.75,0.5,0.75,0.277777777777778,0,0,0.333333333333333,0,0,1,1,1,0.25,0.5,0.5,0.75,0.5,0.75,0.75,0.5,1,0.25,1,0,0,0,1,1,1,0.166666666666667,0.5,0.75,0.75,0.5,0.5,0.75,1,0.5,0.24,0,0,0,0.5,1,1,1,0.25,0.75,0.75,0.75,0.5,0.5,0.75,1,0.25,0.0111111111111111,0,0.75,0,0.5,1,0.5,1,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.053781512605042,0,0.75,0,1,1,1,1,1,0.75,0.75,1,0.75,0.5,0.5,0.75,0.0666666666666667,0,0,1,1,1,0.5,0.75,1,0.75,1,0.75,0.5,0.5,0.5,0.135714285714286,0,0,1,1,1,1
0,40,1,1,0,1,1,0,1,0.5,1,1,0,0,0.5,0.5,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.0222222222222222,0,0,0.166666666666667,0.5,1,1,1,1,0.25,0.75,0.5,1,0.5,1,1,0.25,1,0.245098039215686,0,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,0.133333333333333,0,0.5,0,1,1,1,1,0,1,0.5,1,1,0.5,0.75,0.75,0,0.0333333333333333,1,1,1,0,1,1,1,0.5,0.75,0.5,0.5,1,0.5,0.75,1,0.0530345471521942,0,1,0,1,0.5,1,0.5,0.75,0.5,0.5,1,0.5,1,0.5,0.75,0.025,0,0,1,1,1,0.75,1,1,1,1,1,1,1,0.5,0.0365714285714286,0,0,1,0.5,1,1
1,23,0.218254943012042,0.75,1,0.5,4,0,1,0.5,1,1,0,0.5,0.5,1,0,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,0,0.5,1,0.5,0,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.75,0.5,0.75,0.75,0.0444444444444444,0,0.25,0.666666666666667,0,1,0.5,1,1,0,0.75,0.25,1,0.75,0.5,0.75,0.25,0.75,0.0470588235294118,0,1,0,1,1,1,1,0.5,0.75,0.5,1,1,0.75,0.75,0.75,0.5,0.0533333333333333,0,0.25,0,1,1,1,1,0.25,1,0.25,0.75,0.5,0.25,0.5,0.75,0.25,0.133333333333333,1,1,0,0.5,0.5,1,1,0.5,0.75,0,0,1,0.25,0.75,0.75,0.125116713352007,0,1,0.5,1,0.5,1,1,0.75,0.25,0.25,1,0.5,0.75,0.5,1,0.0763888888888889,0,1,1,1,1,0.5,0.75,1,1,0.75,1,1,0.75,0.5,0.0428571428571429,0,0.5,0,1,1,1
1,23,1,1,0,0.5,1,0,1,1,1,1,0,1,1,0.5,0,0.5,0.5,0.5,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,1,0.5,0,0.5,1,1,0.5,0.5,0.5,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,1,0.5,0.5,1,0.25,0.75,0.75,1,1,0.75,1,0.25,0.75,0.0470588235294118,0,0.75,0,1,1,1,1,0.5,0.25,0.75,0.75,0.75,0.75,1,1,0.5,0.00444444444444444,0,0.25,0.5,1,1,1,1,0.25,0.75,0.5,1,0.75,0,0.5,0.75,0.25,0.0833333333333333,1,1,0.5,1,1,0.5,1,0.5,0.5,0.25,0.25,0.5,0.25,0.5,0.5,0.0280112044817927,0,1,0,1,0.5,1,1,0.5,0.25,0.75,0.75,0,0.75,0.75,1,0.0694444444444444,0,0.5,0,0,0.5,0.25,0.5,0.5,0.75,0.5,0.75,1,1,0.5,0.102857142857143,0,0,0,1,1,1
1,22,1,0.5,1,0,4,1,1,1,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.111111111111111,0,0,0.333333333333333,0,1,0.5,1,1,0.25,0.75,0.5,0.75,0.75,0.5,0.75,0.25,0.5,0.0416666666666667,1,1,0,1,1,1,1,0.5,0.75,0.75,0.75,1,0.5,0.5,0.75,0.25,0.133333333333333,1,0.25,0,1,1,1,1,0.5,1,0.5,0.75,0.5,0.25,0.5,0.75,0.5,0.133333333333333,1,1,0.5,0,1,1,0.5,0.5,0.5,0.25,0.25,1,0,0.75,0.25,0.00522875816993464,0,1,0,1,0,0,0.5,0.5,0.25,0.5,1,0.25,0.5,0.75,1,0.0962962962962963,0,0,0,0.5,0.5,0.5,1,1,0.75,0.75,0.75,0.5,0.25,0.25,0.0525714285714286,0,1,1,0.5,1,1
1,24,1,0.75,0,1,3,0,1,0.5,1,1,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0.5,0,1,1,0,1,1,0.5,0.5,0,1,0,0,1,0,1,0.5,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.25,0.75,1,0.25,0.5,0.25,0.5,0.0416666666666667,0,0.25,0,0,1,0.5,1,1,0.5,0.75,0.5,0.75,0.25,0.5,0.5,0.5,1,0.166666666666667,0,0.75,0,1,1,1,1,0.666666666666667,0.5,0.5,1,0.5,0.5,0.25,0.75,0.5,0.0133333333333333,0,0.25,0,1,1,1,1,0,0.75,0.25,1,0.5,0.25,0.5,0.75,0.25,0.133333333333333,1,0.75,0,0,1,0.5,0.5,0.5,0.75,0,0,0.75,0,0,0,0.053781512605042,0,0.75,0,1,0,1,1,0.75,0,0,1,0,1,0.75,0.75,0.277777777777778,0,0,1,1,1,0.5,0.75,1,1,0.75,0.75,0.75,0.75,0.5,0.08,0,0,0,0.5,1,1
1,26,0.0458827186620768,0.75,1,0.5,1,0,1,0.5,0.5,1,0,0.5,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,1,0.5,1,1,1,1,1,1,1,0,0.5,0.5,1,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,1,1,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.0037037037037037,0,0.25,0,0,1,1,1,1,0,0.75,1,1,0.5,1,0.75,0.25,0.75,0.0470588235294118,1,0.5,0,1,1,1,1,0.333333333333333,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.25,0.133333333333333,0,1,0.5,1,1,1,1,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.25,0.0111111111111111,1,1,0.5,0.5,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.231932773109244,0,1,0,1,0.5,1,1,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.833333333333333,0,1,1,1,1,0.75,1,1,1,1,1,1,0.75,1,0.00666666666666667,1,0.5,0.5,0.5,1,1
1,24,1,1,0,0,2,0,1,1,1,1,1,0.5,1,0.5,0,0.5,1,1,1,1,1,0.5,1,0.5,0,0,1,1,0.5,0.5,1,1,0.5,0,0.5,0.5,1,1,1,0,0,1,1,0.5,0,1,0,1,0.5,0.5,0,1,0,0.25,0,0.75,0.0444444444444444,0,0.75,0.333333333333333,0,1,1,1,1,0.25,0.5,0.25,1,0,0.5,1,0.25,0.75,0.166666666666667,0,0.75,0,1,1,1,1,0.5,0.5,0.5,1,0.75,1,1,0.75,0.5,0.24,0,0.75,0,0,1,1,1,0,0.75,0.5,1,0.75,0.75,1,1,0,0.0333333333333333,1,0.75,0,0,1,1,1,0,0.75,0.5,0.75,0.75,0.25,1,1,0.0504201680672269,0,1,0,1,1,1,1,0.5,0.5,0.75,0.5,0.25,1,0.5,1,0.833333333333333,0,0,1,0.5,0.5,0.5,0.75,1,1,0.25,1,0.75,1,1,0.08,0,1,0,1,1,1
1,23,1,0.75,1,0,2,0,1,1,1,0.5,0,0.5,1,0.5,0,1,1,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0,1,0.5,0.5,0.5,1,0.5,1,1,1,0.5,0.5,1,0,1,1,0.25,0.5,1,0.5,0.75,0.5,0.25,0.0444444444444444,0,0.75,0.166666666666667,0,1,1,1,1,0.75,0.75,0.5,1,1,0.75,1,0.25,1,0.0261437908496732,0,0.75,0,1,1,1,1,0.5,0.5,0.5,1,0.75,1,1,1,0.5,0.0533333333333333,0,0.75,0,0.5,1,1,1,0.5,0.75,0.25,1,0.5,0.25,0.25,1,0,0.0333333333333333,1,1,0.5,0.5,1,0.5,0.5,0.5,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.053781512605042,0,0.75,0,1,0.5,1,1,1,0.5,0.5,1,0.5,0.5,0.75,0.75,0.222222222222222,0,0,0.5,1,0.5,1,0.75,1,1,1,1,1,1,0.75,0.352380952380952,0.5,1,0,1,0.5,0.5
1,53,1,1,0,1,4,2,0.5,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.2,0,0.25,0.666666666666667,0.5,1,1,1,0.5,0.25,1,1,1,1,1,1,0.5,0.75,0.0277777777777778,1,0.25,0.5,1,1,1,1,0.5,1,1,1,1,1,0.75,0.5,0.5,0.24,0,0.5,0.5,1,1,1,1,1,0.75,1,1,0.75,0.75,0.75,0.75,0.5,0.133333333333333,0,1,1,0.5,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,0.0322128851540616,0,1,0.5,0.5,1,1,1,0.5,0.5,0.5,1,0.75,1,1,1,0.166666666666667,0.5,0.5,1,1,1,0.5,1,1,1,1,1,1,1,0.25,0.048,0,0.5,0.5,1,1,1
1,24,1,0.75,1,0.5,4,1,0.5,0.5,1,0.5,0,0,1,0.5,0.5,1,0,1,0.5,0.5,1,0,1,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.75,0.5,0.25,0.25,0,0.2,0,0.25,0,0,0.5,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.75,0.133333333333333,0,0.25,0.5,1,1,0.5,1,0.833333333333333,0.5,0.5,1,1,0.5,0.5,0.5,0,0.32,0,0.25,0,0,1,1,1,0.75,0.75,0.75,0.5,0.75,0.75,0.5,1,0,0.133333333333333,1,0.25,0,0,0.5,0.5,1,0.5,1,0.25,0.75,0.75,0.25,0.25,0.75,0.130718954248366,0,1,0,1,0.5,1,1,0.5,0.25,0.75,0.75,0.5,0.5,0.25,1,0.1,0,0,1,1,1,0.75,0.25,1,1,1,1,0.5,0.5,0.5,0.135714285714286,0,0,1,0.5,1,1
1,25,1,1,0,0.5,4,0,0.5,0.5,1,0.5,0,0.5,1,1,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.75,0.75,1,1,0.75,0.75,1,0.0888888888888889,0,0.25,0.166666666666667,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.5,1,0.5,0.5,0.5,0.333333333333333,0.75,0.75,1,1,1,1,1,0.75,0.0533333333333333,0,0.25,0,1,1,1,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.5,0.5,0.5,0.5,0.5,0,1,1,1,1,1,1,1,0.050046685340803,0,0.75,0,1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.5,0.5,0.75,1,1,1,1,1,1,0.75,0.25,0.357142857142857,1,0.5,1,0.5,0.5,0.5
1,22,1,0.75,1,0.5,3,0,1,1,1,0.5,1,1,1,0.5,0,0.5,0.5,0,1,0,0.5,1,0.5,0.5,0.5,1,1,0.5,1,1,0.5,0.5,0.5,0.5,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,0.5,0,0,1,0.25,0,0.75,0.75,0.75,0.75,1,0.0222222222222222,0,0.75,0.666666666666667,0.5,1,0,1,1,0,0.5,0.5,1,1,1,0.75,0.25,0.5,0.0277777777777778,0,0.75,0,1,1,1,1,0.666666666666667,0.75,0.5,0.5,0.25,1,0.75,0.25,0.5,0.133333333333333,0,0.75,0,0,1,1,1,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.5,0,0.0333333333333333,1,0.75,1,0,1,1,1,1,0.75,0.25,0.5,0.75,0.25,0.25,0.75,0.0492997198879552,0,0.75,0,1,0,0.5,0.5,0.75,0.25,0.5,1,0.25,1,0.75,0.75,0.277777777777778,0,0,1,1,1,0.75,0.5,1,0.75,0.75,0.75,1,0.75,0.75,0.00228571428571429,1,0.5,0.5,0,1,1
1,25,0,1,0,0.5,2,0,0.5,0.5,1,1,1,0.5,1,1,0.5,0.5,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,1,0.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.75,0.75,1,1,1,0.5,0.75,0.0444444444444444,0,0.25,0.333333333333333,0,0,0.5,1,1,0.25,0.75,0.75,1,0.5,1,0.75,0.25,0.75,0.0261437908496732,0,0.5,0.5,1,1,1,1,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.75,0.25,0.0333333333333333,0,0.5,0.5,0,1,1,1,0.75,1,0.5,0.75,0.75,0.25,0.75,0.75,0.25,0.0333333333333333,0,0.75,0.5,0,1,0.5,0.5,0.5,0.5,0.25,1,0.5,1,1,0.5,0.030812324929972,0,0.75,0.5,1,0.5,1,1,0.75,0.5,1,0.75,0.5,1,0.75,0.75,0.0555555555555556,0.5,0,0.5,1,1,0.5,0.75,1,1,1,1,0.75,1,0.25,0.12,0,0.5,0.5,1,1,1
1,64,0.218254943012042,0.75,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.75,1,1,1,1,1,1,0.0555555555555556,0,0.25,0,0.5,1,0.5,1,1,0.25,1,1,1,1,1,1,0.5,1,0.0117647058823529,1,0.25,0,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,0.5,0.133333333333333,0,0.25,0.5,1,1,1,1,0.75,1,1,1,1,1,1,1,0.5,0.0833333333333333,0,0.25,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0542296918767507,0,0.5,0,1,1,1,1,1,0.25,0.5,1,1,1,1,0.5,0.236111111111111,0,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,0.100571428571429,1,0,0,1,1,1
1,21,1,0.5,1,0,3,0,0.5,0.5,1,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.0888888888888889,0,0.25,0.666666666666667,0,1,0.5,1,1,0,0.5,0.75,1,0.75,0.75,1,0.25,0.75,0.00816993464052287,1,0.25,0,1,1,1,1,0.333333333333333,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.0333333333333333,0,0.25,0,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.0833333333333333,1,0.25,0.5,0.5,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0123249299719888,0,0.25,0.5,1,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1,0.0694444444444444,0,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.08,0,0.5,0.5,0.5,0.5,0.5
1,22,1,0.75,1,0.5,3,0,1,1,0.5,1,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,1,1,0.5,1,0.5,0.5,0,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,1,0.5,0.75,0.5,0.5,0.166666666666667,0,0.25,0.333333333333333,0,1,0.5,1,1,0.25,1,1,1,0.5,0.75,1,0.25,1,0.0235294117647059,1,0.25,0,0.5,1,1,1,0.333333333333333,1,1,0.75,0.75,1,0.5,0.5,0.5,0.0533333333333333,0,0.25,0,1,1,1,1,0.25,1,0.5,0.5,0.5,0.5,0.75,0.75,0.25,0.0111111111111111,1,0.75,0.5,0,0.5,0.5,0.5,0.5,0.25,0,0.5,0.25,0.5,0.5,0.5,0.0526610644257703,0,1,0,1,0.5,1,0.5,0.75,0,0.75,0.75,0.5,0.75,0.75,1,0.222222222222222,0,0,0.5,0.5,0.5,0.75,0.75,1,0.75,0.75,0.75,0.5,0.75,0.25,0.178571428571429,0,0,0.5,0.5,1,1
1,21,0,0.5,1,0,5,3,0.5,0.5,1,1,0,0,1,0.5,0,0,0,1,1,0.5,1,1,1,0.5,0.5,0.5,1,1,0,1,1,0.5,1,0,1,0.5,0,0,0,0,0.5,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.0222222222222222,0,NA,NA,0,1,0.5,1,1,0.5,1,0.5,0.75,0.5,0.5,0.75,0.5,0,0.196078431372549,0,0,0,1,1,1,1,0.5,0.75,0.25,1,1,1,0.75,1,0.5,0.133333333333333,0,1,0,1,1,1,1,0.5,1,0.75,1,0.25,0,0.5,1,0.5,0.0333333333333333,1,1,0,1,1,1,1,1,1,0,0,0.75,0.75,0.25,0.75,0.0448179271708683,0,1,0,1,0,1,1,1,0,0.25,0.75,0,0.75,0.25,1,0.433333333333333,0,1,1,1,1,0.75,0.75,1,1,0.75,1,1,1,0.25,0.142857142857143,0,0,0,0.5,0,1
1,24,1,0.75,1,0.5,1,0,1,1,1,1,0,0.5,1,1,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0,1,0.5,0.25,0.75,0.75,0.222222222222222,0,0.75,0.333333333333333,0,1,1,1,1,0,1,0.25,1,1,0.25,1,0,0.75,0.0111111111111111,0,0.75,0,1,1,1,0.5,0,1,0.25,1,0.75,0.25,1,1,0,0.0333333333333333,0,0.75,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0111111111111111,0,0.75,0,0,1,1,1,0.5,1,0,1,0.75,0,1,0.25,0.0112044817927171,0,0.75,0,1,1,1,1,1,0,1,1,0,1,0,0.75,0.833333333333333,0,1,1,1,1,1,1,1,1,0.5,1,1,1,0.25,0.08,1,0,0.5,1,1,1
1,28,1,1,0,1,1,0,1,0.5,1,1,0,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,0,0,1,0,0,0,0,1,0.5,1,0.5,0.5,0.5,0.5,1,1,1,0.75,0.5,1,0,0.75,0.75,0.25,0.0555555555555556,0,1,0.666666666666667,0,1,1,1,1,0.25,0.75,0,1,0.75,0.25,0.75,0,0.75,0.0261437908496732,0,1,0,1,1,1,1,0.166666666666667,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.5,0.00444444444444444,0,1,0,0.5,1,1,1,0.25,1,0,1,0,0,1,1,0,0.0833333333333333,1,1,0,0,1,1,1,0.5,1,0,0.25,0.75,0,0,1,0.0336134453781513,0,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0.25,0.25,1,1,0.25,1,1,1,1,0.0342857142857143,0,0,1,1,1,1
1,25,1,0.75,1,0.5,2,0,1,1,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.0416666666666667,0,0.75,1,0,1,1,1,1,0.25,0.75,0.75,0.75,1,0.75,0.75,0.25,1,0.0196078431372549,0,0.75,0,1,1,0,0,0.5,0.5,0.75,0.75,0.75,1,1,1,0.25,0.133333333333333,1,0.25,0,1,1,1,1,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.0333333333333333,1,0.75,0,1,1,1,1,0,0.75,0.75,0.75,1,0.75,0.75,0.75,0.0294117647058824,0,0.75,0,1,1,1,1,0.75,0.5,0.75,0.75,0.75,1,0.5,1,0.305555555555556,0,1,1,1,1,0.75,1,1,1,1,1,1,1,0.25,0.048,0,0,1,1,1,1
1,24,1,1,1,1,2,0,1,1,1,0.5,0,0.5,1,1,0.5,0.5,0,1,1,1,1,0.5,1,0,0,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0,0,0,0.5,0,0.5,1,0.5,0.5,0.5,0,0,1,1,0.25,0.25,1,0.5,0.25,0.25,0.75,0.0470588235294118,0,0.25,0,0,0,1,1,1,0.75,0.5,0.5,1,0.75,0.5,0.75,0.5,0.75,0.0694444444444444,0,0.25,0,1,1,1,1,0.666666666666667,0.25,0.25,0.75,0.5,0.5,0.5,0.75,0.25,0.133333333333333,0,0.25,0,1,1,1,1,0.75,0.75,0.25,1,0.5,0.5,0.25,0.75,0,0.0333333333333333,0,0.25,0,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0515406162464986,0,1,0,1,0,1,1,0.25,0.25,0.25,0.5,0.25,0.75,0.25,1,0.0101851851851852,0,0,0.5,0.5,0.5,0.25,0.25,1,1,0,0.5,0.5,0.5,0.25,0.108571428571429,0,0,0.5,0,1,1
